Date,Day_of_Week,Month,Year,Open,High,Low,Close,Prev_Close,Daily_Return_Pct,Volume_Shares_Mn,Turnover_Cr,50_Day_MA,200_Day_MA,RSI_14,India_VIX,Advance_Decline_Ratio,Top_Sector,Market_Sentiment,Is_Market_Holiday,Prev_Close_Recomputed,Daily_Return_Pct_Recomputed
2010-02-26,Friday,February,2010,5507.36,5572.07,5470.43,5534.95,5509.91,0.45,252.0,15336.0,5143.68,5143.68,73.48,18.66,1.52,Banking,Bullish,No,5509.91,0.45445388400173437
2010-03-01,Monday,March,2010,5549.32,5554.76,5449.04,5454.39,5534.95,-1.46,244.1,14027.5,5151.07,5151.07,63.74,19.23,0.93,Energy,Bullish,No,5534.95,-1.4554783692716193
2010-03-02,Tuesday,March,2010,5474.14,5506.67,5346.88,5378.84,5454.39,-1.39,251.4,14393.4,5156.37,5156.37,58.39,19.64,0.66,Energy,Neutral,No,5454.39,-1.3851228093334027
2010-03-03,Wednesday,March,2010,5377.4,5526.48,5324.56,5472.7,5378.84,1.74,299.8,14853.0,5163.56,5163.56,63.07,19.82,1.46,Banking,Bullish,No,5378.84,1.7449859077421839
2010-03-04,Thursday,March,2010,5472.62,5496.41,5432.31,5456.03,5472.7,-0.3,214.1,10652.4,5170.06,5170.06,59.06,19.29,0.51,Banking,Neutral,No,5472.7,-0.3046028468580422
2010-03-05,Friday,March,2010,5473.35,5516.14,5397.44,5439.97,5456.03,-0.29,347.9,19730.4,5175.93,5175.93,53.39,19.95,1.64,IT,Neutral,No,5456.03,-0.29435322019856
2010-03-08,Monday,March,2010,5431.18,5465.22,5389.05,5423.04,5439.97,-0.31,258.0,13129.1,5181.19,5181.19,57.18,21.51,1.43,IT,Neutral,No,5439.97,-0.31121495155304696
2010-03-09,Tuesday,March,2010,5441.82,5499.01,5441.69,5498.88,5423.04,1.4,306.4,16598.0,5187.8,5187.8,57.38,21.42,1.73,Energy,Neutral,No,5423.04,1.398477606656048
2010-03-10,Wednesday,March,2010,5441.82,5543.24,5408.14,5485.67,5498.88,-0.24,302.4,15540.8,5193.88,5193.88,61.56,21.74,1.12,Banking,Neutral,No,5498.88,-0.2402307378957176
2010-03-11,Thursday,March,2010,5479.83,5599.81,5418.29,5537.62,5485.67,0.95,277.9,14395.1,5200.76,5200.76,64.72,21.35,1.21,Pharma,Neutral,No,5485.67,0.9470128534891785
2010-03-12,Friday,March,2010,5540.73,5610.52,5436.46,5505.81,5537.62,-0.57,232.3,11790.0,5206.87,5206.74,59.38,21.76,0.85,IT,Neutral,No,5537.62,-0.5744345043538468
2010-03-15,Monday,March,2010,5485.91,5558.95,5441.82,5514.63,5505.81,0.16,243.5,39537.4,5212.69,5212.66,46.33,22.02,1.33,IT,Neutral,No,5505.81,0.16019441281118868
2010-03-16,Tuesday,March,2010,5520.74,5576.47,5465.87,5521.59,5514.63,0.13,250.7,14505.1,5219.25,5218.49,45.16,21.22,0.48,Banking,Neutral,No,5514.63,0.1262097366459769
2010-03-17,Wednesday,March,2010,5524.44,5614.01,5515.91,5605.36,5521.59,1.52,378.7,39537.4,5228.62,5225.65,57.99,20.54,1.32,IT,Neutral,No,5521.59,1.5171354627924116
2010-03-18,Thursday,March,2010,5593.05,5701.1,5542.93,5650.47,5605.36,0.8,267.3,9633.3,5240.21,5233.38,59.36,20.76,1.27,Banking,Neutral,No,5605.36,0.8047654387943073
2010-03-19,Friday,March,2010,5637.41,5751.23,5599.48,5712.79,5650.47,1.1,230.2,13567.4,5255.73,5241.94,71.57,21.52,0.79,Unknown,Neutral,No,5650.47,1.1029171024711166
2010-03-22,Monday,March,2010,5697.84,5825.94,5654.01,5781.47,5712.79,1.2,275.0,15556.6,5273.24,5251.4,84.01,21.8,0.95,Banking,Neutral,No,5712.79,1.2022146796924145
2010-03-23,Tuesday,March,2010,5754.3,5774.62,5637.3,5657.27,5781.47,-2.15,267.3,22730.9,5287.1,5258.4,64.83,23.93,0.2,Unknown,Neutral,No,5781.47,-2.148242574985251
2010-03-24,Wednesday,March,2010,5684.6,5915.23,5613.6,5842.26,5657.27,3.27,425.6,26153.8,5304.63,5268.3,74.42,22.66,2.12,Metal,Neutral,No,5657.27,3.269951761185161
2010-03-25,Thursday,March,2010,5684.6,5858.62,5830.42,5850.45,5842.26,0.14,233.5,12383.0,5321.84,5278.0,76.22,21.99,1.5,Metal,Neutral,No,5842.26,0.1401854761684622
2010-03-26,Friday,March,2010,5826.7,5879.65,5745.5,5798.19,5850.45,-0.89,326.2,18463.0,5339.75,5286.53,72.93,22.27,0.57,Realty,Neutral,No,5850.45,-0.8932646206702086
2010-03-29,Monday,March,2010,5796.06,6008.98,5770.96,5983.07,5798.19,3.19,267.3,20905.5,5360.31,5297.76,76.11,22.97,2.63,Metal,Neutral,No,5798.19,3.1885812641531257
2010-03-30,Tuesday,March,2010,5987.38,6086.02,5719.63,5815.44,5983.07,-2.8,477.1,27070.8,5378.14,5305.98,65.24,25.74,0.2,IT,Bearish,No,5983.07,-2.8017389066148333
2010-03-31,Wednesday,March,2010,5801.17,5863.72,5627.43,5688.76,5815.44,-2.18,281.2,14415.8,5393.23,5311.96,56.54,27.26,0.24,IT,Bearish,No,5815.44,-2.178339042273661
2010-04-01,Thursday,April,2010,5682.54,5727.35,5603.75,5648.29,5688.76,-0.71,153.0,8359.0,5408.55,5317.13,56.12,26.64,0.32,Auto,Bearish,No,5688.76,-0.7114028364705183
2010-04-02,Friday,April,2010,5670.39,5774.96,5648.34,5752.59,5648.29,1.85,347.0,21449.2,5424.39,5323.73,59.44,26.66,1.49,IT,Bearish,No,5648.29,1.846576574503083
2010-04-05,Monday,April,2010,5732.44,5774.96,5552.12,5617.05,5752.59,-2.36,254.7,15599.8,5436.5,5328.11,53.44,28.51,0.2,Realty,Bearish,No,5752.59,-2.3561560966451625
2010-04-06,Tuesday,April,2010,5607.25,5784.1,5578.89,5754.99,5617.05,2.46,309.3,18015.6,5451.43,5334.39,55.18,28.25,2.84,IT,Bearish,No,5617.05,2.4557374422517086
2010-04-07,Wednesday,April,2010,5720.37,5790.85,5665.82,5736.15,5754.99,-0.33,227.8,12560.9,5466.0,5340.21,53.02,27.26,0.58,Energy,Bearish,No,5754.99,-0.3273680753572143
2010-04-08,Thursday,April,2010,5767.53,5915.27,5709.62,5856.46,5736.15,2.1,347.6,20218.9,5483.02,5347.59,54.87,26.95,1.81,Auto,Bearish,No,5736.15,2.097399823923719
2010-04-09,Friday,April,2010,5868.02,6008.49,5810.47,5950.14,5856.46,1.6,359.5,20262.2,5502.17,5356.07,52.29,26.74,1.39,Realty,Bearish,No,5856.46,1.5996011242286345
2010-04-12,Monday,April,2010,5949.26,6024.53,5881.73,5956.91,5950.14,0.11,144.7,8047.5,5520.45,5364.42,60.84,26.91,0.97,Energy,Bearish,No,5950.14,0.11377883545596451
2010-04-13,Tuesday,April,2010,5944.08,6114.97,5909.96,6080.07,5956.91,2.07,253.8,15411.3,5540.03,5374.22,59.0,25.95,1.67,IT,Bearish,No,5956.91,2.067514869286255
2010-04-14,Wednesday,April,2010,6066.06,6150.3,6004.2,6088.22,6080.07,0.13,431.5,27514.2,5559.47,5383.87,59.0,26.02,1.33,Banking,Bearish,No,6080.07,0.1340445093559868
2010-04-15,Thursday,April,2010,6083.31,6144.8,6050.95,6112.28,6088.22,0.4,227.0,13104.7,5579.88,5393.58,62.15,25.44,1.29,Metal,Bearish,No,6088.22,0.39518939854340823
2010-04-16,Friday,April,2010,6121.38,6150.02,6045.14,6073.55,6112.28,-0.63,153.3,10073.4,5598.88,5402.53,53.95,24.88,0.86,Unknown,Neutral,No,6112.28,-0.6336424378464266
2010-04-19,Monday,April,2010,6054.17,6172.45,6030.74,6148.65,6073.55,1.24,220.6,12663.9,5619.55,5412.22,65.81,24.89,1.59,Energy,Neutral,No,6073.55,1.2365091256349163
2010-04-20,Tuesday,April,2010,6140.11,6269.41,6097.18,6225.88,6148.65,1.26,267.3,15771.7,5639.79,5422.65,76.74,25.04,1.53,Pharma,Bearish,No,6148.65,1.2560480755938372
2010-04-21,Wednesday,April,2010,6241.89,6319.57,6148.75,6226.23,6225.88,0.01,220.6,14494.3,5659.91,5432.82,79.97,24.93,0.62,IT,Neutral,No,6225.88,0.005621695246285735
2010-04-22,Thursday,April,2010,6256.29,6424.1,6148.75,6330.03,6226.23,1.67,373.5,22287.4,5682.41,5444.04,79.96,25.68,1.48,FMCG,Bearish,No,6226.23,1.6671404686302977
2010-04-23,Friday,April,2010,6340.35,6489.3,6296.49,6444.71,6330.03,1.81,407.0,25162.1,5705.68,5456.39,93.89,25.5,1.81,Metal,Bearish,No,6330.03,1.8116817771795757
2010-04-26,Monday,April,2010,6431.91,6555.12,6397.05,6519.78,6444.71,1.16,228.1,13537.6,5728.47,5469.36,93.46,25.15,1.21,Banking,Bearish,No,6444.71,1.1648313112614797
2010-04-27,Tuesday,April,2010,6516.75,6617.89,6429.96,6530.91,6519.78,0.17,194.4,13823.4,5752.99,5482.15,95.56,25.32,1.16,FMCG,Bearish,No,6519.78,0.17071128166901506
2010-04-28,Wednesday,April,2010,6538.99,6617.89,6429.96,6485.41,6530.91,-0.7,264.0,17076.9,5775.16,5494.09,89.44,25.86,1.1,IT,Bearish,No,6530.91,-0.6966869854277582
2010-04-29,Thursday,April,2010,6479.74,6602.39,6427.15,6549.23,6485.41,0.98,225.2,13463.7,5800.0,5506.51,89.03,26.04,1.12,Pharma,Bearish,No,6485.41,0.9840549787908506
2010-04-30,Friday,April,2010,6563.22,6586.7,6527.27,6550.7,6549.23,0.02,292.7,20439.9,5825.05,5518.65,88.95,24.59,1.31,Auto,Unknown,No,6549.23,0.022445386709586543
2010-05-03,Monday,May,2010,6536.35,6626.07,6375.6,6464.33,6550.7,-1.32,434.8,28496.7,5847.16,5529.52,76.48,24.22,0.53,Auto,Neutral,No,6550.7,-1.3184850473995129
2010-05-04,Tuesday,May,2010,6495.62,6626.07,6441.22,6590.39,6464.33,1.95,316.9,19027.4,5867.81,5541.57,79.77,23.8,1.67,IT,Neutral,No,6464.33,1.9500860878080235
2010-05-05,Wednesday,May,2010,6588.66,6641.37,6498.98,6551.4,6590.39,-0.59,269.5,17482.6,5887.28,5552.92,75.58,23.78,1.06,Banking,Neutral,No,6590.39,-0.5916190088902279
2010-05-06,Thursday,May,2010,6539.0,6605.48,6439.92,6506.07,6551.4,-0.69,219.7,14106.3,5907.2,5563.51,75.0,23.23,0.95,Energy,Neutral,No,6551.4,-0.6919131788625321
2010-05-07,Friday,May,2010,6517.62,6592.91,6464.91,6540.02,6506.07,0.52,266.1,16171.1,5927.3,5574.24,73.76,23.97,0.36,Realty,Neutral,No,6506.07,0.521820392341317
2010-05-10,Monday,May,2010,6520.81,6632.83,6430.18,6541.91,6540.02,0.03,157.8,10158.7,5949.05,5584.76,71.11,23.4,0.46,Banking,Neutral,No,6540.02,0.028898994192669406
2010-05-11,Tuesday,May,2010,6544.81,6650.97,6465.96,6571.8,6541.91,0.46,185.8,11680.0,5972.91,5595.37,72.21,22.75,1.31,Banking,Neutral,No,6541.91,0.4569002019287995
2010-05-12,Wednesday,May,2010,6599.43,6637.41,6544.39,6582.27,6571.8,0.16,118.9,8139.3,5995.1,5605.87,68.42,21.75,1.01,Energy,Neutral,No,6571.8,0.15931708207797338
2010-05-13,Thursday,May,2010,6558.25,6661.42,6503.5,6606.27,6582.27,0.36,287.1,17090.8,6018.11,5616.4,63.6,21.64,0.64,IT,Neutral,No,6582.27,0.3646158544088893
2010-05-14,Friday,May,2010,6629.88,6667.39,6576.18,6613.6,6606.27,0.11,308.9,18821.1,6041.58,5626.79,58.91,22.9,0.84,Banking,Neutral,No,6606.27,0.11095519862191414
2010-05-17,Monday,May,2010,6587.98,6919.47,6485.49,6813.47,6613.6,3.02,428.5,31640.3,6069.39,5639.02,69.76,22.3,1.5,Auto,Neutral,No,6613.6,3.022105963469213
2010-05-18,Tuesday,May,2010,6830.24,6939.62,6795.35,6904.35,6813.47,1.33,291.4,19851.0,6097.5,5651.93,77.55,21.3,1.41,Pharma,Neutral,No,6813.47,1.3338284310344084
2010-05-19,Wednesday,May,2010,6884.74,6936.54,6641.3,6691.65,6904.35,-3.08,267.3,22536.0,6121.62,5662.44,57.83,23.96,0.35,Banking,Neutral,No,6904.35,-3.0806665363140735
2010-05-20,Thursday,May,2010,6715.58,6798.79,6652.08,6735.1,6691.65,0.65,246.7,17589.9,6145.57,5673.16,59.69,24.14,1.0,Realty,Neutral,No,6691.65,0.6493166857202742
2010-05-21,Friday,May,2010,6723.46,6790.85,6537.16,6603.34,6735.1,-1.96,258.6,18277.0,6167.52,5682.37,56.97,25.08,0.42,IT,Bearish,No,6735.1,-1.9563183917091092
2010-05-24,Monday,May,2010,6596.28,6666.85,6510.45,6580.85,6603.34,-0.34,293.5,18199.2,6188.84,5691.18,49.47,25.07,0.86,IT,Bearish,No,6603.34,-0.3405852189952324
2010-05-25,Tuesday,May,2010,6562.32,6645.19,6488.8,6571.56,6580.85,-0.14,290.0,19871.7,6209.84,5699.73,51.17,25.64,1.43,FMCG,Bearish,No,6580.85,-0.14116717445314758
2010-05-26,Wednesday,May,2010,6524.01,6639.73,6453.74,6568.97,6571.56,-0.04,158.2,10631.4,6229.12,5708.09,53.83,25.6,1.37,Energy,Bearish,No,6571.56,-0.039412255233158416
2010-05-27,Thursday,May,2010,6546.46,6612.94,6505.43,6571.75,6568.97,0.04,166.1,11450.7,6247.54,5716.31,52.01,25.43,0.54,Metal,Bearish,No,6568.97,0.0423201810938358
2010-05-28,Friday,May,2010,6538.54,6576.56,6390.92,6428.3,6571.75,-2.18,267.3,17132.1,6261.85,5723.03,43.9,26.61,0.22,IT,Bearish,No,6571.75,-2.182828013847146
2010-05-31,Monday,May,2010,6388.92,6441.01,6237.91,6289.19,6428.3,-2.16,315.3,20468.1,6272.01,5728.32,36.42,29.33,0.2,Banking,Bearish,No,6428.3,-2.164024703265258
2010-06-01,Tuesday,June,2010,6294.74,6506.14,6258.27,6468.67,6289.19,2.85,357.4,25228.5,6288.23,5735.18,45.3,29.13,1.77,IT,Bearish,No,6289.19,2.853785622631857
2010-06-02,Wednesday,June,2010,6498.26,6725.54,6463.37,6689.62,6468.67,3.42,389.1,27925.4,6305.18,5743.93,52.96,29.92,2.38,Banking,Bearish,No,6468.67,3.4156944163174163
2010-06-03,Thursday,June,2010,6725.69,6768.14,6622.24,6664.31,6689.62,-0.38,267.3,10028.2,6321.46,5752.3,51.78,30.53,0.93,Auto,Bearish,No,6689.62,-0.3783473500736887
2010-06-04,Friday,June,2010,6641.07,6884.28,6532.1,6773.14,6664.31,1.63,256.4,18802.8,6340.96,5761.5,48.49,29.19,1.77,Energy,Bearish,No,6664.31,1.6330272751417616
2010-06-07,Monday,June,2010,6770.91,6866.89,6665.61,6761.46,6773.14,-0.17,184.8,12144.3,6356.52,5770.42,44.3,29.04,0.26,FMCG,Bearish,No,6773.14,-0.17244586705723328
2010-06-08,Tuesday,June,2010,6785.09,7008.01,6737.3,6959.0,6761.46,2.92,405.8,29519.1,6379.4,5780.94,60.79,27.96,2.25,Realty,Bearish,No,6761.46,2.921558361655618
2010-06-09,Wednesday,June,2010,6931.62,7037.74,6929.78,7035.87,6959.0,1.1,214.9,16172.5,6406.34,5791.95,61.82,27.55,1.5,Pharma,Bearish,No,6959.0,1.1046127317143253
2010-06-10,Thursday,June,2010,7061.28,7101.1,6756.36,6794.67,7035.87,-3.43,400.8,26886.5,6429.27,5800.67,56.92,30.69,0.34,IT,Bearish,No,7035.87,-3.428147478563416
2010-06-11,Friday,June,2010,6819.54,6898.1,6711.82,6790.04,6794.67,-0.07,180.9,11181.4,6450.01,5809.2,57.67,29.74,0.79,Banking,Bearish,No,6794.67,-0.06814164631983759
2010-06-14,Monday,June,2010,6750.4,6798.06,6738.67,6786.27,6790.04,-0.06,211.3,15629.0,6473.4,5817.55,52.29,30.04,1.3,FMCG,Bearish,No,6790.04,-0.055522500603818636
2010-06-15,Tuesday,June,2010,6738.3,6812.47,6668.12,6742.25,6786.27,-0.65,309.4,19076.9,6493.14,5825.39,56.19,29.27,0.87,FMCG,Bearish,No,6786.27,-0.6486626674152434
2010-06-16,Wednesday,June,2010,6734.15,6802.56,6665.65,6734.06,6742.25,-0.12,151.8,9911.8,6513.1,5833.02,55.78,28.38,1.0,Auto,Bearish,No,6742.25,-0.12147280210611591
2010-06-17,Thursday,June,2010,6753.01,6807.5,6474.14,6526.81,6734.06,-3.08,222.3,14789.0,6526.51,5838.8,53.35,31.15,0.2,Pharma,Bearish,No,6734.06,-3.077638155882187
2010-06-18,Friday,June,2010,6497.05,6548.05,6416.11,6466.87,6526.81,-0.92,186.0,11108.3,6536.84,5843.99,56.39,30.97,0.66,IT,Bearish,No,6526.81,-0.9183659398695612
2010-06-21,Monday,June,2010,6427.33,6455.49,6379.83,6407.91,6466.87,-0.91,291.0,19908.3,6545.86,5848.62,47.61,30.23,0.4,Banking,Bearish,No,6466.87,-0.9117239097121178
2010-06-22,Tuesday,June,2010,6409.15,6478.29,6379.83,6384.17,6407.91,-0.37,166.7,10011.2,6551.95,5852.97,35.75,28.57,0.76,Energy,Bearish,No,6407.91,-0.3704796103565715
2010-06-23,Wednesday,June,2010,6396.29,6455.39,6121.48,6178.57,6384.17,-3.22,343.6,23293.1,6553.75,5855.6,30.6,32.05,0.2,Energy,Bearish,No,6384.17,-3.2204656204330453
2010-06-24,Thursday,June,2010,6165.96,6516.73,6128.49,6477.36,6178.57,4.84,477.9,33533.5,6561.05,5860.57,39.75,32.4,2.53,Metal,Bearish,No,6178.57,4.835908632580031
2010-06-25,Friday,June,2010,6465.73,6516.73,6183.93,6214.13,6477.36,-4.06,480.0,30451.6,6563.87,5863.38,33.84,35.65,0.2,Realty,Bearish,No,6477.36,-4.0638469993948085
2010-06-28,Monday,June,2010,6225.81,6245.9,6134.31,6154.17,6214.13,-0.96,330.7,21003.1,6563.98,5865.67,24.14,34.6,0.63,Banking,Bearish,No,6214.13,-0.9648977411158124
2010-06-29,Tuesday,June,2010,6138.11,6294.55,6079.88,6235.4,6154.17,1.32,318.4,19987.0,6564.17,5868.55,24.35,34.87,1.44,IT,Bearish,No,6154.17,1.319918039313174
2010-06-30,Wednesday,June,2010,6220.53,6289.73,6175.8,6244.82,6235.4,0.15,160.0,9774.1,6564.54,5871.47,29.31,33.97,1.04,Metal,Bearish,No,6235.4,0.1510729063091393
2010-07-01,Thursday,July,2010,6250.01,6437.48,6204.75,6391.19,6244.82,2.34,430.9,26722.9,6565.76,5875.47,36.44,24.57,1.81,Realty,Bearish,No,6244.82,2.34386259331734
2010-07-02,Friday,July,2010,6398.65,6494.01,6387.42,6482.63,6391.19,1.43,234.0,16357.6,6566.52,5880.1,40.26,34.18,1.47,Banking,Bearish,No,6391.19,1.4307194747770058
2010-07-05,Monday,July,2010,6478.28,6519.81,6387.42,6496.3,6482.63,0.21,192.3,12683.8,6566.05,5884.77,41.95,33.6,0.99,IT,Bearish,No,6482.63,0.21087120505103749
2010-07-06,Tuesday,July,2010,6525.23,6546.01,6417.85,6438.35,6496.3,-0.89,264.7,18144.2,6564.2,5888.93,40.63,32.95,0.83,Banking,Bearish,No,6496.3,-0.892046241706815
